Institute,Quota,Gender,Year,Academic_Program_Name,Closing_Rank,Opening_Rank,Seat_Type,PwD
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",1380.0,1360.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mineral and Metallurgical Engineering (4 Years, Bachelor of Technology)",235.0,235.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Engineering (4 Years, Bachelor of Technology)",15689.0,8548.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Engineering (4 Years, Bachelor of Technology)",23730.0,21175.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Engineering (4 Years, Bachelor of Technology)",2659.0,2427.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Engineering (4 Years, Bachelor of Technology)",4534.0,3770.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Engineering (4 Years, Bachelor of Technology)",5797.0,4588.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Engineering (4 Years, Bachelor of Technology)",9029.0,7927.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Engineering (4 Years, Bachelor of Technology)",3072.0,2342.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Engineering (4 Years, Bachelor of Technology)",4670.0,4101.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Engineering (4 Years, Bachelor of Technology)",1231.0,759.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Engineering (4 Years, Bachelor of Technology)",481.0,337.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",16151.0,13568.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",24166.0,23882.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",2729.0,2401.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",4467.0,4467.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",6108.0,4997.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",8695.0,8695.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",3260.0,3133.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",4717.0,4671.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",1351.0,1175.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",609.0,609.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",13101.0,8478.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",20492.0,16974.0,OPEN,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",2108.0,1956.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",4192.0,4164.0,EWS,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",4530.0,3270.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",7583.0,7203.0,OBC-NCL,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",2628.0,2063.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",4701.0,3380.0,SC,false
Indian Institute of Technology (ISM) Dhanbad,AI,Gender-Neutral,2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",1006.0,896.0,ST,false
Indian Institute of Technology (ISM) Dhanbad,AI,Female-only (including Supernumerary),2023,"Petroleum Engineering (4 Years, Bachelor of Technology)",397.0,397.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",2496.0,2141.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",6031.0,4623.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",471.0,462.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",1500.0,1250.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",3154.0,3154.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",765.0,591.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",1750.0,1750.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",592.0,536.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",11041.0,9555.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",16377.0,14696.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1844.0,1758.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",3641.0,3641.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",4293.0,3618.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",8199.0,7385.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",2502.0,2228.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",3758.0,3758.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1129.0,1127.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Chemical Engineering (4 Years, Bachelor of Technology)",1503.0,1503.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",13078.0,10039.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",20841.0,19279.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",2179.0,2117.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",3419.0,3419.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",4747.0,3941.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",7880.0,7797.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",2368.0,1942.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",3554.0,3554.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Civil Engineering (4 Years, Bachelor of Technology)",835.0,780.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Civil Engineering (4 Years, Bachelor of Technology)",1559.0,1559.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1859.0,1350.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",4212.0,2416.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",69.0,58.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",338.0,251.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",965.0,710.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",13.0,13.0,EWS,true
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",901.0,596.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",2182.0,1089.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",64.0,64.0,OBC-NCL,true
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",590.0,305.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",1084.0,912.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",328.0,224.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Computer Science and Engineering (4 Years, Bachelor of Technology)",857.0,857.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",5832.0,3348.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",9988.0,7300.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",988.0,840.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2426.0,2275.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2477.0,1901.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",5141.0,4703.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1745.0,1225.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",2349.0,1925.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Electrical Engineering (4 Years, Bachelor of Technology)",716.0,593.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Electrical Engineering (4 Years, Bachelor of Technology)",1137.0,1137.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",9822.0,6677.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",16223.0,15050.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",2114.0,1785.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",4920.0,3721.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",8786.0,8786.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",2976.0,2633.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Engineering Physics (4 Years, Bachelor of Technology)",4466.0,4466.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Engineering Physics (4 Years, Bachelor of Technology)",1429.0,1319.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",3082.0,1885.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",7289.0,6118.0,OPEN,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",583.0,529.0,EWS,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",975.0,975.0,EWS,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",1740.0,1340.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",3132.0,3132.0,OBC-NCL,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",987.0,714.0,SC,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",1767.0,1767.0,SC,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",598.0,574.0,ST,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mathematics and Computing (4 Years, Bachelor of Technology)",1069.0,1069.0,ST,false
Indian Institute of Technology Ropar,AI,Gender-Neutral,2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",8926.0,7244.0,OPEN,false
Indian Institute of Technology Ropar,AI,Female-only (including Supernumerary),2023,"Mechanical Engineering (4 Years, Bachelor of Technology)",16633.0,13690.0,OPEN,false
